abell_id,ra,dec,richness_class,distance_class,bm_type,redshift
Abell 3526,192.20,-41.31,1,1,I,0.0109
Abell 3527,359.62,-76.62,1,6,II-III,0.0975
Abell 3528,30.99,-34.56,0,4,III,0.1525
Abell 3529,328.21,-56.55,2,5,I-II,
Abell 3530,358.95,-28.92,1,5,,0.3492
Abell 3531,329.57,-37.79,1,,II,0.2165
Abell 3532,123.15,-39.01,4,5,I-II,0.3157
Abell 3533,98.03,-83.16,0,5,II-III,0.3475
Abell 3534,243.78,-52.58,2,5,II,
Abell 3535,305.42,-28.56,0,6,I-II,0.2867
Abell 3536,40.35,-79.99,1,3,II,0.2459
Abell 3537,103.46,-67.11,1,3,I,0.0123
Abell 3538,339.37,-30.08,0,4,II-III,0.1860
Abell 3539,215.88,-44.03,0,6,III,
Abell 3540,324.33,-87.83,0,5,III,0.3057
Abell 3541,139.62,-32.51,1,5,II-III,0.2580
Abell 3542,70.22,-85.65,1,2,,0.0543
Abell 3543,230.62,-33.15,0,6,II,0.1303
Abell 3544,23.00,-69.56,0,6,I,0.0731
Abell 3545,127.69,-31.39,1,6,,0.0191
Abell 3546,138.51,-17.05,1,5,III,0.0870
Abell 3547,81.11,-67.08,1,6,II-III,0.3015
Abell 3548,14.66,-72.62,1,4,II-III,
Abell 3549,166.15,-81.90,0,6,II-III,0.0661
Abell 3550,126.59,-73.02,0,2,,0.2986
Abell 3551,36.78,-80.32,0,4,II-III,0.1200
Abell 3552,138.41,-76.77,1,3,II,0.1403
Abell 3553,3.12,-38.71,0,6,II,0.1649
Abell 3554,267.93,-59.68,0,1,,0.2664
Abell 3555,12.14,-82.33,0,5,III,0.2725
Abell 3556,337.18,-37.84,1,3,I-II,0.2769
Abell 3557,305.90,-21.19,1,6,III,0.2683
Abell 3558,201.99,-31.50,4,3,I,0.0480
Abell 3559,223.49,-24.01,3,6,,0.3375
Abell 3560,44.72,-58.32,0,2,,0.0752
Abell 3561,318.23,-28.13,0,4,,0.0370
Abell 3562,203.40,-31.67,1,4,I,0.0490
Abell 3563,173.83,-82.06,1,6,,
Abell 3564,299.57,-40.96,0,6,II-III,0.3230
Abell 3565,6.34,-42.59,0,6,II-III,0.3289
Abell 3566,201.74,-67.02,0,,II-III,0.3011
Abell 3567,348.86,-33.40,0,4,I-II,
Abell 3568,72.08,-47.85,0,7,III,
Abell 3569,89.00,-57.77,1,3,II,0.2784
Abell 3570,351.38,-26.88,0,3,,0.2243
Abell 3571,206.87,-32.87,2,3,I,0.0391
Abell 3572,35.63,-71.89,1,5,I-II,0.1381
Abell 3573,91.26,-81.60,2,6,III,0.2414
Abell 3574,207.22,-30.31,0,3,I,0.0152
Abell 3575,334.82,-77.12,1,5,,0.0924
Abell 3576,212.13,-63.32,0,5,I,
Abell 3577,68.41,-65.08,2,6,III,0.2084
Abell 3578,349.53,-72.89,0,5,,0.1685
Abell 3579,283.23,-24.54,3,4,II,0.0132
Abell 3580,58.63,-41.26,1,4,II-III,
Abell 3581,211.88,-27.02,1,2,I,0.0230
Abell 3582,224.32,-66.77,1,6,,0.2329
Abell 3583,218.35,-23.96,0,7,I-II,0.0321
Abell 3584,247.11,-19.84,1,7,I,0.1910
Abell 3585,170.99,-65.92,1,4,I-II,0.3159
Abell 3586,262.74,-81.44,3,5,III,0.3040
Abell 3587,191.67,-74.59,2,5,,
Abell 3588,331.50,-38.67,0,4,I-II,0.1492
Abell 3589,174.10,-43.02,0,7,I,0.3251
Abell 3590,236.35,-79.09,3,6,III,
Abell 3591,99.51,-71.45,0,5,I-II,0.1501
Abell 3592,136.49,-34.14,1,,II,0.0761
Abell 3593,178.09,-82.71,1,7,I-II,0.3107
Abell 3594,239.35,-67.80,2,6,III,
Abell 3595,158.50,-30.60,1,5,I-II,0.2447
Abell 3596,236.71,-69.26,1,7,II,0.2701
Abell 3597,46.61,-54.92,1,7,I,0.2429
Abell 3598,50.18,-75.32,0,5,I,0.1493
Abell 3599,167.54,-73.72,0,5,I-II,0.0803
Abell 3600,301.99,-71.50,0,6,I-II,0.1574
Abell 3601,201.87,-49.83,0,6,III,0.0784
Abell 3602,218.10,-25.37,3,1,III,0.1171
Abell 3603,325.35,-75.03,1,5,II,0.3265
Abell 3604,156.23,-60.70,0,5,II-III,0.1801
Abell 3605,259.18,-87.65,0,5,II,0.2355
Abell 3606,168.88,-71.08,2,4,I-II,0.0380
Abell 3607,31.50,-19.49,3,3,,0.3135
Abell 3608,73.42,-49.58,1,2,I,0.2387
Abell 3609,357.47,-33.79,0,,,0.0138
Abell 3610,13.54,-71.68,1,1,III,0.3258
Abell 3611,131.53,-89.95,0,6,I,0.1074
Abell 3612,270.22,-55.63,2,5,I,
Abell 3613,224.95,-79.30,3,6,II-III,0.2248
Abell 3614,36.12,-80.11,1,4,I-II,0.1216
Abell 3615,265.22,-69.68,0,5,II,0.2815
Abell 3616,79.35,-76.38,3,2,I,0.1897
Abell 3617,222.17,-67.89,3,5,III,0.2337
Abell 3618,52.75,-74.49,0,6,I-II,0.2919
Abell 3619,126.12,-72.43,0,3,I-II,0.0649
Abell 3620,137.35,-74.71,0,5,II-III,0.1649
Abell 3621,73.78,-61.99,0,6,,0.2861
Abell 3622,314.24,-84.44,3,3,II-III,0.1430
Abell 3623,28.67,-83.06,1,3,I-II,0.1932
Abell 3624,281.22,-47.44,3,4,II-III,0.3049
Abell 3625,172.40,-27.18,0,5,III,0.0557
Abell 3626,220.90,-56.46,2,4,II,0.2055
Abell 3627,240.16,-35.42,1,4,III,0.0630
Abell 3628,335.00,-66.72,1,,I-II,0.2445
Abell 3629,359.73,-47.12,0,5,II,0.0425
Abell 3630,323.22,-75.76,1,4,III,
Abell 3631,277.60,-17.34,2,7,II-III,0.3471
Abell 3632,177.26,-48.44,1,5,,
Abell 3633,99.74,-76.99,0,4,III,0.2822
Abell 3634,336.53,-41.26,0,6,II,0.1299
Abell 3635,200.30,-72.00,1,4,I,0.2483
Abell 3636,62.38,-73.73,1,7,I,0.3465
Abell 3637,296.11,-36.43,0,6,I,0.3252
Abell 3638,165.30,-44.61,4,6,,0.2115
Abell 3639,159.36,-61.30,2,4,I,0.2417
Abell 3640,7.52,-45.33,1,5,II,0.2025
Abell 3641,220.48,-77.87,1,7,I-II,
Abell 3642,246.15,-58.23,0,5,III,0.2163
Abell 3643,331.18,-43.65,0,6,II,0.1279
Abell 3644,239.44,-66.81,0,5,III,
Abell 3645,253.32,-62.40,0,4,II-III,0.1861
Abell 3646,30.94,-35.28,1,5,I,0.0629
Abell 3647,271.81,-37.46,5,7,I-II,
Abell 3648,183.07,-88.26,1,5,,0.2109
Abell 3649,56.96,-52.98,0,7,III,0.2996
Abell 3650,219.22,-19.78,0,4,,0.1961
Abell 3651,142.87,-55.01,4,4,I,0.2205
Abell 3652,139.72,-84.90,0,6,II,0.2642
Abell 3653,326.73,-26.29,1,3,I,0.2995
Abell 3654,54.79,-87.83,0,2,II,0.0824
Abell 3655,194.34,-25.87,0,5,,
Abell 3656,168.03,-60.23,0,6,III,0.2158
Abell 3657,26.17,-69.46,0,4,,0.3397
Abell 3658,176.21,-74.75,0,3,I,0.0404
Abell 3659,289.12,-87.12,2,5,II-III,0.3116
Abell 3660,78.23,-54.33,0,5,I-II,0.0384
Abell 3661,244.31,-44.34,1,5,I-II,0.1905
Abell 3662,251.30,-53.89,3,6,III,0.2531
Abell 3663,304.15,-42.60,1,5,III,0.2564
Abell 3664,291.55,-76.85,1,,II,0.0399
Abell 3665,255.98,-46.92,0,3,I-II,0.0380
Abell 3666,106.24,-51.25,1,4,II-III,0.0417
Abell 3667,303.13,-56.84,2,2,I-II,0.0556
Abell 3668,40.65,-72.75,0,5,II-III,0.1943
Abell 3669,76.83,-41.26,1,3,II-III,0.0909
Abell 3670,294.46,-68.82,4,2,I-II,0.1669
Abell 3671,73.62,-84.17,1,5,I,0.3292
Abell 3672,168.15,-21.71,0,6,,0.1622
Abell 3673,9.27,-59.64,1,6,I,0.1611
Abell 3674,216.36,-30.42,4,4,,0.2087
Abell 3675,334.35,-50.52,1,5,II-III,0.0813
Abell 3676,74.11,-43.18,2,,III,0.2254
Abell 3677,202.34,-64.15,3,4,III,0.0753
Abell 3678,337.58,-67.19,1,6,I,0.1144
Abell 3679,189.61,-33.74,0,6,II-III,0.0141
Abell 3680,58.86,-57.10,3,4,II-III,0.3108
Abell 3681,134.04,-56.64,2,6,II-III,0.0886
Abell 3682,220.69,-24.44,1,3,II-III,0.2396
Abell 3683,47.92,-57.89,1,5,II-III,0.2737
Abell 3684,310.49,-28.28,1,5,III,0.3043
Abell 3685,7.82,-18.35,0,5,,0.3022
Abell 3686,160.90,-45.89,0,6,I-II,0.0197
Abell 3687,48.60,-26.60,1,6,III,
Abell 3688,66.25,-61.78,1,6,II,0.2603
Abell 3689,307.71,-20.19,5,3,II,0.3327
Abell 3690,56.41,-23.55,1,3,II,0.2056
Abell 3691,210.80,-39.56,2,5,II-III,0.2601
Abell 3692,232.19,-77.06,2,5,I-II,
Abell 3693,348.14,-57.79,0,6,III,0.0485
Abell 3694,43.79,-65.37,1,4,I-II,0.1789
Abell 3695,141.79,-78.35,1,5,,0.1351
Abell 3696,232.28,-79.27,1,3,I-II,0.2520
Abell 3697,268.23,-55.42,0,,III,0.3461
Abell 3698,322.28,-49.91,2,4,I,
Abell 3699,13.64,-51.53,0,5,,0.2034
Abell 3700,298.39,-33.28,1,,III,0.2935
Abell 3701,45.51,-87.46,1,5,I-II,
Abell 3702,236.62,-20.20,0,5,,0.0885
Abell 3703,70.18,-84.91,1,6,I,0.1182
Abell 3704,316.54,-76.70,0,5,I-II,0.1522
Abell 3705,138.98,-88.57,1,5,III,
Abell 3706,165.53,-80.22,1,5,II-III,0.0763
Abell 3707,353.65,-53.71,0,3,III,0.2555
Abell 3708,324.63,-87.77,2,6,II-III,0.1588
Abell 3709,291.24,-72.38,0,6,I-II,0.1905
Abell 3710,298.28,-45.03,2,7,,0.0790
Abell 3711,328.86,-53.33,1,5,III,0.1272
Abell 3712,251.70,-82.30,0,6,III,
Abell 3713,6.18,-40.46,1,4,II,
Abell 3714,156.93,-83.80,1,4,II,0.2483
Abell 3715,90.86,-25.78,0,5,II,
Abell 3716,263.55,-80.05,1,5,I-II,
Abell 3717,295.79,-39.74,0,1,,0.2794
Abell 3718,216.73,-20.05,2,6,II,0.1754
Abell 3719,106.61,-87.18,1,4,II-III,0.0392
Abell 3720,123.06,-60.59,1,2,III,0.1719
Abell 3721,55.79,-62.66,3,6,II-III,
Abell 3722,291.84,-27.48,1,5,II-III,0.3074
Abell 3723,139.07,-26.32,1,3,II-III,0.0604
Abell 3724,187.61,-37.84,0,5,II-III,0.1154
Abell 3725,174.21,-30.87,2,6,III,0.2534
Abell 3726,3.03,-31.52,0,4,II-III,0.1362
Abell 3727,154.03,-59.66,1,6,II,0.0952
Abell 3728,263.13,-60.83,2,4,III,0.2902
Abell 3729,94.84,-43.29,0,5,I,0.1072
Abell 3730,36.22,-40.72,2,6,I-II,0.2305
Abell 3731,275.04,-48.70,0,,I-II,0.1974
Abell 3732,42.44,-22.71,3,7,I-II,0.0118
Abell 3733,252.52,-66.80,0,4,II,0.2677
Abell 3734,239.55,-81.97,0,4,I-II,
Abell 3735,84.89,-48.56,1,7,II-III,0.2337
Abell 3736,82.92,-74.96,0,7,III,0.2121
Abell 3737,238.96,-54.97,3,2,I,0.0224
Abell 3738,258.49,-56.72,3,6,III,0.1854
Abell 3739,238.91,-18.41,2,5,I,0.0439
Abell 3740,316.04,-17.78,4,5,III,0.3393
Abell 3741,17.58,-58.70,1,5,,
Abell 3742,41.22,-32.57,1,6,II-III,0.2752
Abell 3743,335.83,-54.40,2,5,I,0.1039
Abell 3744,225.65,-86.66,0,4,II-III,0.0207
Abell 3745,87.65,-58.99,0,7,I-II,0.1077
Abell 3746,306.30,-29.71,0,,III,0.3076
Abell 3747,265.90,-81.41,0,2,I,0.2118
Abell 3748,332.54,-68.10,1,6,III,0.1288
Abell 3749,49.51,-31.55,0,5,,0.1662
Abell 3750,320.46,-77.64,0,5,II-III,0.2707
Abell 3751,335.89,-18.04,1,6,I-II,0.0433
Abell 3752,97.59,-89.37,0,4,III,0.1420
Abell 3753,69.11,-18.16,1,7,,
Abell 3754,293.14,-35.96,0,3,III,0.0402
Abell 3755,315.80,-19.08,1,4,III,
Abell 3756,222.89,-87.27,1,,II,0.0618
Abell 3757,300.12,-33.27,0,5,I,0.3460
Abell 3758,137.15,-62.09,1,5,I-II,0.0928
Abell 3759,184.40,-43.69,1,6,III,0.1655
Abell 3760,220.35,-31.58,0,,,
Abell 3761,332.88,-31.13,0,,,0.2481
Abell 3762,132.84,-38.01,0,4,II-III,0.2662
Abell 3763,19.99,-66.52,2,6,III,0.2721
Abell 3764,0.73,-30.56,0,6,II-III,
Abell 3765,286.69,-18.30,1,2,I,
Abell 3766,70.11,-45.75,0,6,,0.0696
Abell 3767,280.34,-76.92,1,7,II,0.0583
Abell 3768,126.32,-19.04,0,7,I,0.2036
Abell 3769,113.08,-36.72,1,6,,0.1806
Abell 3770,28.50,-71.42,1,6,I-II,0.1093
Abell 3771,164.88,-82.01,1,6,III,0.1892
Abell 3772,351.07,-87.34,0,,II-III,0.3163
Abell 3773,234.04,-42.83,0,6,I-II,0.2935
Abell 3774,138.18,-63.70,1,6,II-III,
Abell 3775,112.47,-61.17,1,6,I-II,0.3033
Abell 3776,252.84,-30.32,0,5,,0.2290
Abell 3777,86.90,-52.67,0,5,III,0.2957
Abell 3778,75.75,-31.43,2,5,II-III,0.3380
Abell 3779,104.81,-18.82,1,4,III,
Abell 3780,74.69,-83.67,1,5,II-III,0.0982
Abell 3781,162.08,-59.68,2,5,I-II,0.1015
Abell 3782,269.13,-41.08,1,5,II,0.0450
Abell 3783,131.17,-37.55,1,5,III,0.0414
Abell 3784,99.50,-85.91,2,5,III,0.1260
Abell 3785,24.68,-49.51,1,6,II-III,0.1806
Abell 3786,7.70,-49.96,1,5,,0.3241
Abell 3787,327.02,-60.87,1,3,III,
Abell 3788,274.37,-81.43,0,4,III,0.2959
Abell 3789,188.68,-32.98,1,6,II,0.2547
Abell 3790,275.01,-46.74,0,5,I-II,0.3267
Abell 3791,16.46,-85.00,0,5,I-II,
Abell 3792,75.63,-80.18,2,7,I-II,0.2715
Abell 3793,278.88,-60.43,2,7,I,0.0619
Abell 3794,210.99,-19.37,2,5,,0.1929
Abell 3795,338.52,-73.27,1,6,II-III,0.1909
Abell 3796,357.30,-36.94,1,7,,0.0975
Abell 3797,179.28,-55.12,1,7,II,0.3259
Abell 3798,76.00,-36.13,0,6,II,0.3440
Abell 3799,22.20,-80.26,0,5,II,0.1544
Abell 3800,333.98,-80.68,1,3,I,0.3134
Abell 3801,278.49,-27.84,0,6,I-II,0.3096
Abell 3802,264.18,-29.84,1,6,I,0.2247
Abell 3803,341.74,-59.19,0,4,I-II,0.1952
Abell 3804,18.31,-24.46,0,2,II-III,0.1429
Abell 3805,326.67,-40.47,0,7,,0.2967
Abell 3806,77.80,-54.13,2,5,I,0.0881
Abell 3807,1.01,-38.52,1,5,,0.0785
Abell 3808,22.02,-62.67,2,5,II,0.2022
Abell 3809,139.15,-28.53,0,4,II,0.1253
Abell 3810,175.65,-51.72,0,4,I-II,0.1716
Abell 3811,252.92,-17.24,0,6,III,
Abell 3812,11.49,-43.87,1,5,I-II,0.3026
Abell 3813,12.61,-79.20,1,5,I-II,0.1699
Abell 3814,175.87,-66.21,0,5,II,
Abell 3815,70.79,-32.19,3,4,I-II,0.0820
Abell 3816,295.44,-36.40,0,5,III,0.2826
Abell 3817,70.66,-41.11,0,7,III,0.2902
Abell 3818,30.31,-26.80,0,5,,
Abell 3819,320.87,-23.18,1,,,0.3254
Abell 3820,137.91,-86.16,3,,I-II,0.2121
Abell 3821,155.17,-17.39,1,3,III,0.3288
Abell 3822,314.21,-56.95,0,6,II,
Abell 3823,268.88,-46.04,0,,III,0.3316
Abell 3824,160.78,-67.53,0,6,III,0.1801
Abell 3825,155.49,-17.14,1,5,II,0.3463
Abell 3826,80.54,-66.00,1,5,II-III,0.2739
Abell 3827,79.32,-44.91,0,6,,0.1526
Abell 3828,338.29,-68.09,0,4,II,
Abell 3829,222.46,-51.39,1,3,I,
Abell 3830,172.89,-70.46,1,6,II-III,0.2114
Abell 3831,203.43,-51.66,2,6,I-II,
Abell 3832,2.87,-85.87,0,6,,
Abell 3833,164.27,-59.56,2,,,0.2914
Abell 3834,178.96,-53.15,1,3,I-II,
Abell 3835,227.04,-47.24,0,4,I,0.1276
Abell 3836,188.36,-44.90,2,2,,0.1938
Abell 3837,152.48,-40.66,3,5,III,0.2605
Abell 3838,13.28,-64.51,1,5,III,0.1300
Abell 3839,29.94,-24.70,0,5,III,
Abell 3840,225.42,-37.70,1,6,III,0.1060
Abell 3841,142.37,-32.71,1,5,I-II,
Abell 3842,142.78,-18.20,1,5,,0.0300
Abell 3843,261.87,-46.03,0,6,I-II,0.3304
Abell 3844,224.21,-47.21,3,6,III,0.2418
Abell 3845,155.76,-67.03,1,7,II,0.3072
Abell 3846,269.95,-45.70,4,4,II,0.1867
Abell 3847,207.36,-17.72,0,5,,0.0698
Abell 3848,219.03,-21.02,0,4,II,0.1969
Abell 3849,12.35,-58.39,0,6,III,0.3455
Abell 3850,204.72,-71.23,1,5,II-III,0.3016
Abell 3851,75.43,-71.12,0,4,II,0.1671
Abell 3852,1.07,-60.08,0,5,II,0.3246
Abell 3853,131.11,-65.99,0,5,II-III,0.1536
Abell 3854,31.06,-31.83,2,6,II,0.2625
Abell 3855,8.55,-48.89,1,4,II-III,0.1844
Abell 3856,122.49,-79.03,0,4,I,0.0966
Abell 3857,243.33,-82.86,2,4,II,
Abell 3858,228.29,-41.81,1,4,III,0.3058
Abell 3859,138.99,-64.75,0,5,II,0.1459
Abell 3860,85.39,-79.23,0,3,II,0.0264
Abell 3861,308.94,-58.70,1,7,I-II,
Abell 3862,324.56,-66.04,0,6,III,0.1802
Abell 3863,347.32,-85.26,0,5,I,0.1855
Abell 3864,139.63,-54.83,0,6,II,
Abell 3865,154.10,-48.20,0,4,II,0.2543
Abell 3866,45.03,-46.63,1,,I-II,0.0955
Abell 3867,334.54,-32.96,1,7,,0.1801
Abell 3868,194.50,-77.78,0,5,III,0.2553
Abell 3869,343.66,-19.28,1,5,I-II,0.2958
Abell 3870,278.89,-75.07,0,1,I-II,0.2271
Abell 3871,235.54,-39.27,1,5,II-III,0.1670
Abell 3872,13.30,-72.42,0,6,I,0.2407
Abell 3873,298.39,-36.75,1,1,I-II,0.1113
Abell 3874,29.74,-69.02,0,6,I,
Abell 3875,21.53,-42.90,1,3,II,0.0729
Abell 3876,198.56,-49.93,0,6,I-II,
Abell 3877,116.68,-30.04,0,6,II,0.0600
Abell 3878,304.21,-72.95,3,5,II-III,0.3441
Abell 3879,1.57,-75.41,4,6,II,
Abell 3880,233.17,-59.20,0,,I,0.1607
Abell 3881,228.34,-74.21,1,3,I,0.2619
Abell 3882,308.32,-34.34,3,3,I,0.1882
Abell 3883,127.88,-22.08,1,4,I,0.2340
Abell 3884,44.68,-65.97,1,6,I,0.0685
Abell 3885,136.47,-77.55,0,5,,0.0712
Abell 3886,140.08,-17.10,1,4,II,0.0360
Abell 3887,146.97,-89.84,1,5,II,0.3130
Abell 3888,229.40,-38.32,0,6,,0.0797
Abell 3889,324.54,-62.94,0,3,III,0.2399
Abell 3890,338.80,-76.94,0,5,I,0.0206
Abell 3891,328.77,-34.63,2,5,II-III,
Abell 3892,55.57,-17.88,0,3,II-III,0.2191
Abell 3893,311.57,-21.21,3,4,I-II,0.3298
Abell 3894,323.34,-37.07,0,6,I,0.2138
Abell 3895,58.24,-59.94,0,6,II-III,0.3020
Abell 3896,142.34,-23.61,1,6,II,0.2528
Abell 3897,204.89,-60.09,1,4,II,
Abell 3898,132.47,-74.03,1,3,II,
Abell 3899,2.23,-88.58,1,4,II-III,0.0732
Abell 3900,43.17,-23.29,2,,,0.0226
Abell 3901,323.05,-17.95,0,5,II,0.2403
Abell 3902,348.53,-70.02,2,3,,0.0100
Abell 3903,83.01,-73.69,2,5,II-III,0.0876
Abell 3904,132.87,-83.15,1,5,I,0.2958
Abell 3905,315.18,-17.86,0,,I,0.0346
Abell 3906,274.66,-44.59,0,5,II-III,0.3049
Abell 3907,161.39,-60.79,0,6,II,0.2141
Abell 3908,49.55,-38.42,0,4,I-II,0.1961
Abell 3909,168.54,-71.30,0,6,II-III,0.1405
Abell 3910,14.98,-51.66,0,6,II,0.2708
Abell 3911,83.43,-87.75,0,4,III,0.3012
Abell 3912,356.26,-48.66,5,,,0.2929
Abell 3913,173.24,-37.91,0,5,II,
Abell 3914,41.88,-65.48,2,3,II,0.0809
Abell 3915,339.89,-27.14,2,4,II-III,0.3449
Abell 3916,130.60,-63.43,1,2,I-II,0.0544
Abell 3917,46.73,-32.37,1,5,II,0.2813
Abell 3918,192.37,-45.44,1,4,II-III,0.0583
Abell 3919,282.09,-67.88,2,2,,0.2886
Abell 3920,42.60,-20.03,0,7,III,0.1384
Abell 3921,337.67,-17.92,1,3,,
Abell 3922,262.48,-47.16,3,1,I-II,0.0317
Abell 3923,126.63,-71.59,0,5,I-II,0.1870
Abell 3924,6.09,-65.77,3,4,II,0.1718
Abell 3925,161.42,-72.20,0,7,III,
Abell 3926,266.13,-82.76,2,4,,
Abell 3927,101.29,-81.22,1,5,I-II,0.2796
Abell 3928,188.13,-65.39,1,5,I,0.0955
Abell 3929,346.39,-33.63,1,1,,
Abell 3930,142.00,-26.60,0,3,II-III,0.2705
Abell 3931,233.90,-83.07,1,,III,0.3336
Abell 3932,155.10,-53.96,1,6,I,
Abell 3933,71.16,-54.86,0,,II-III,0.2896
Abell 3934,216.01,-42.93,0,5,II,0.1311
Abell 3935,316.51,-47.90,0,3,I-II,0.2109
Abell 3936,276.36,-84.77,0,6,,0.0939
Abell 3937,184.57,-85.83,2,,I,0.1380
Abell 3938,100.42,-26.80,2,2,,0.2047
Abell 3939,28.38,-72.73,1,1,II-III,
Abell 3940,240.11,-68.34,1,4,III,0.2478
Abell 3941,96.51,-19.60,3,2,I-II,0.0466
Abell 3942,351.81,-44.37,1,3,II-III,0.2363
Abell 3943,117.16,-47.70,1,6,I-II,0.3457
Abell 3944,25.72,-84.50,1,5,I-II,
Abell 3945,213.80,-52.66,1,3,II-III,0.1379
Abell 3946,268.60,-81.06,1,4,III,0.2654
Abell 3947,34.43,-19.10,1,5,II,
Abell 3948,303.88,-60.57,1,,II,0.1419
Abell 3949,327.81,-37.19,1,5,,
Abell 3950,221.97,-46.71,0,5,I,
Abell 3951,38.84,-44.13,0,5,III,0.3244
Abell 3952,127.81,-25.29,1,4,II-III,0.3332
Abell 3953,119.98,-68.04,1,3,II-III,0.2840
Abell 3954,303.93,-31.56,0,5,II-III,0.0731
Abell 3955,264.84,-51.45,1,6,II-III,
Abell 3956,77.97,-17.78,1,,II-III,0.3107
Abell 3957,145.51,-53.15,1,4,II,0.1426
Abell 3958,7.16,-69.97,2,6,,0.0948
Abell 3959,242.89,-64.14,0,6,II,
Abell 3960,203.90,-54.85,0,5,II,0.2871
Abell 3961,302.04,-25.93,3,,II,
Abell 3962,53.84,-42.09,1,7,,0.2343
Abell 3963,88.60,-21.29,2,5,I,0.1903
Abell 3964,49.65,-24.38,0,6,II-III,0.0855
Abell 3965,227.91,-65.29,2,5,I,0.0216
Abell 3966,320.40,-35.75,5,6,II-III,0.3435
Abell 3967,332.99,-36.56,0,,I-II,
Abell 3968,9.45,-71.97,0,,III,0.1331
Abell 3969,179.48,-42.19,1,3,I-II,0.0306
Abell 3970,167.41,-79.07,0,6,I-II,
Abell 3971,135.31,-56.86,0,3,II-III,0.2886
Abell 3972,315.27,-49.05,5,,,0.2965
Abell 3973,71.13,-35.37,0,5,,0.2508
Abell 3974,279.85,-66.07,0,,II-III,0.0782
Abell 3975,195.62,-32.99,0,4,III,0.2777
Abell 3976,173.91,-58.31,1,6,I,
Abell 3977,217.83,-42.98,0,5,III,0.2349
Abell 3978,75.81,-20.48,0,5,II-III,0.2335
Abell 3979,138.93,-59.98,1,7,I,0.0591
Abell 3980,281.34,-60.00,1,4,III,0.0838
Abell 3981,60.64,-53.21,0,7,,0.1710
Abell 3982,2.58,-74.27,2,,I-II,0.2833
Abell 3983,208.70,-18.69,3,6,II,0.0849
Abell 3984,310.24,-34.61,1,6,III,0.1512
Abell 3985,254.47,-22.72,2,3,II-III,0.2655
Abell 3986,97.31,-78.94,1,6,III,0.2813
Abell 3987,190.29,-22.29,3,7,II,0.2292
Abell 3988,10.65,-31.44,3,4,I,
Abell 3989,310.04,-38.39,0,4,I,
Abell 3990,93.63,-37.81,2,4,,0.2269
Abell 3991,294.76,-38.65,1,3,I,0.0829
Abell 3992,334.40,-26.45,4,5,,0.2118
Abell 3993,208.02,-47.51,0,6,I,0.1106
Abell 3994,224.81,-18.69,3,5,II-III,0.0525
Abell 3995,279.89,-59.70,1,,III,0.0565
Abell 3996,250.19,-45.80,0,5,I,0.0798
Abell 3997,315.24,-47.25,0,3,I-II,0.0423
Abell 3998,238.21,-25.68,0,4,,0.1994
Abell 3999,167.72,-72.29,0,4,,0.2037
Abell 4000,79.66,-36.85,0,5,I,0.2310
Abell 4001,356.75,-25.92,1,5,I,0.2394
Abell 4002,118.22,-19.06,0,6,II-III,
Abell 4003,54.26,-32.45,1,,II,0.3449
Abell 4004,99.15,-49.19,1,3,III,0.2072
Abell 4005,260.49,-71.38,1,,II,0.1561
Abell 4006,319.92,-64.20,0,5,I-II,0.3013
Abell 4007,9.90,-52.40,0,5,III,
Abell 4008,223.46,-60.23,1,4,I,0.0187
Abell 4009,95.64,-88.46,1,,I,0.0877
Abell 4010,348.42,-40.79,1,4,III,0.0512
Abell 4011,6.79,-50.97,2,6,,0.3261
Abell 4012,58.00,-53.97,1,3,III,0.0710
Abell 4013,187.41,-47.67,2,4,III,
Abell 4014,349.86,-86.23,0,4,,0.2883
Abell 4015,50.94,-17.32,1,6,I,
Abell 4016,160.97,-33.21,1,6,III,0.0968
Abell 4017,84.21,-39.46,1,6,,0.0377
Abell 4018,152.30,-61.65,1,5,,0.2584
Abell 4019,18.01,-67.92,1,7,II,0.2336
Abell 4020,52.52,-36.72,0,4,III,
Abell 4021,251.13,-26.92,0,3,I-II,0.0379
Abell 4022,186.88,-37.22,1,4,,0.0279
Abell 4023,354.03,-44.71,1,4,I,
Abell 4024,155.48,-79.00,0,6,,0.1368
Abell 4025,13.14,-45.20,0,5,I,0.0953
Abell 4026,115.10,-39.21,1,6,II,
Abell 4027,199.89,-67.54,1,5,I,0.1152
Abell 4028,228.04,-86.80,2,2,I-II,0.1912
Abell 4029,16.99,-74.20,0,3,II,0.0908
Abell 4030,26.61,-81.39,2,5,III,0.2469
Abell 4031,158.17,-39.51,0,5,III,0.1556
Abell 4032,227.06,-74.83,0,3,II-III,
Abell 4033,136.11,-30.96,0,6,,0.1302
Abell 4034,335.67,-80.62,0,3,I-II,0.0387
Abell 4035,262.76,-35.36,3,5,I-II,0.2804
Abell 4036,87.91,-26.14,1,5,II,0.1151
Abell 4037,131.93,-55.08,0,6,,0.2616
Abell 4038,356.93,-28.14,0,5,III,0.0283
Abell 4039,135.08,-73.11,0,6,II,0.1085
Abell 4040,252.47,-38.62,1,5,I-II,0.0134
Abell 4041,102.50,-72.37,1,3,I,0.2671
Abell 4042,102.42,-56.75,2,2,II-III,0.2226
Abell 4043,212.79,-54.56,1,5,I,0.2047
Abell 4044,328.56,-39.38,1,6,,0.3302
Abell 4045,216.11,-69.15,0,4,II-III,0.3293
Abell 4046,317.00,-55.84,1,4,I,0.0115
